Asset,Strategy,Feature Set,Window,Threshold,Train Sharpe,Train Volatility,Train Max DD,Train Signal Accuracy,Train Signal Precision,Train Signal Recall,Test Sharpe,Test Volatility,Test Max DD,Test Signal Accuracy,Test Signal Precision,Test Signal Recall
SCCO,Momentum + Trend Strength,,34.0,,0.9866612763476833,0.22463436136870713,-0.3225982410801128,0.5059693007390563,0.5209080047789725,0.4823008849557522,0.5142999093971373,0.24552816204159605,-0.28252353771432437,0.47549668874172185,0.5075987841945289,0.4164588528678304
SCCO,Momentum + Rolling Volatility,,36.0,6.0,0.8596802638665978,0.23937290614296816,-0.44067914463308994,0.504263786242183,0.5166666666666667,0.5486725663716814,0.41687979651864354,0.2756173521856604,-0.27667645665321533,0.46357615894039733,0.4948717948717949,0.48129675810473815
SCCO,Momentum + Volume Ratio,,2.0,,0.6587571103093055,0.1549207369677173,-0.16719844040173173,0.4985787379192723,0.529891304347826,0.2157079646017699,-0.1481384061506255,0.17126624582991642,-0.272235582586805,0.46225165562913906,0.48427672955974843,0.19201995012468828
SCCO,Logistic Regression,v1,,,0.6351379104757782,0.34484137393542885,-0.5665079617571375,0.5213189312109153,0.5183867141162515,0.9668141592920354,0.9110618374564522,0.3679238949410984,-0.3876838313621236,0.5245033112582781,0.5287671232876713,0.9625935162094763
SCCO,Random Forest,v1,,,9.760854108373668,0.21368474455504483,0.0,0.9863558840250142,1.0,0.9734513274336283,0.30429921633637674,0.26712761887510184,-0.3936703559228142,0.4900662251655629,0.521978021978022,0.47381546134663344
ECL,Momentum,,2.0,,0.13612649164074342,0.17292053674863817,-0.42140392369120133,0.49459920409323477,0.5197018104366348,0.5269978401727862,0.5922436033486129,0.15061920011376204,-0.1628689950427613,0.5019867549668874,0.5409836065573771,0.5620437956204379
ECL,Mean Reversion,,20.0,8.0,0.5322708913879587,0.12967751289206517,-0.26123893085130906,0.47754405912450254,0.5945945945945946,0.023758099352051837,0.3314656070072021,0.03266533070339656,-0.020318707495183608,0.4556291390728477,0.5,0.0024330900243309003
ECL,Momentum + Trend Strength,,18.0,,0.06778123110232014,0.11775627605000555,-0.38019641975275736,0.4974417282546902,0.5299145299145299,0.4017278617710583,0.21505053194599053,0.13291189224397057,-0.1907241938969095,0.4847682119205298,0.529891304347826,0.4744525547445255
ECL,Momentum + Rolling Volatility,,8.0,2.0,0.3070138415046607,0.13511341016727763,-0.28564359739194534,0.5173393973848778,0.5454545454545454,0.49892008639308855,0.7247893835532372,0.1322197868721863,-0.10145693909785101,0.5099337748344371,0.5529715762273901,0.5206812652068127
ECL,Momentum + Volume Ratio,,18.0,,0.2586115279856557,0.10851753684901413,-0.2998140327995601,0.496304718590108,0.5540540540540541,0.22138228941684665,0.22183199169893555,0.10201181359450599,-0.1956944357661901,0.4821192052980132,0.5581395348837209,0.23357664233576642
ECL,Logistic Regression,v1,,,0.3134100662468272,0.2634363939055433,-0.4426528318239537,0.5258669698692439,0.5269005847953216,0.9730021598272138,1.0978891084807014,0.20162249190805995,-0.17505896040678234,0.5443708609271524,0.5443708609271524,1.0
ECL,Random Forest,v1,,,7.891561761811349,0.16846997186747767,0.0,0.9857873791927232,1.0,0.9730021598272138,1.3896513777723574,0.15844444159002427,-0.08409213059312143,0.528476821192053,0.5620767494356659,0.6058394160583942
JPM,Momentum,,46.0,,0.7215131673255292,0.1751816437549433,-0.26102524766359747,0.5048322910744741,0.5051162790697674,0.6156462585034014,0.9200569077333934,0.16648258821002626,-0.17177107395401492,0.5364238410596026,0.5722222222222222,0.7219626168224299
JPM,Mean Reversion,,20.0,22.0,0.7238412576743034,0.09001725891100658,0.0,0.5014212620807277,1.0,0.005668934240362812,,0.0,0.0,0.433112582781457,0.0,0.0
JPM,Momentum + Trend Strength,,6.0,,0.751858508545146,0.13878712724757308,-0.2679890475437135,0.4980102330869812,0.49917081260364843,0.3412698412698413,1.1312007126827,0.12241135205730812,-0.1354491750587859,0.5271523178807948,0.5967302452316077,0.5116822429906542
JPM,Momentum + Rolling Volatility,,6.0,4.0,0.968865646049114,0.1705016715696256,-0.19836417107525697,0.5127913587265491,0.5133404482390609,0.5453514739229025,1.9164296733993114,0.1450408744575503,-0.08799546835207629,0.5483443708609271,0.5935483870967742,0.6448598130841121
JPM,Momentum + Volume Ratio,,10.0,,0.6648336324580996,0.11291446691519712,-0.1475123525100366,0.5048322910744741,0.5168195718654435,0.19160997732426305,0.6291176814648887,0.09445702834496554,-0.12637586141209972,0.4688741721854305,0.5818181818181818,0.22429906542056074
JPM,Logistic Regression,v1,,,0.7117261393871754,0.24650934694126592,-0.33065374407468895,0.4980102330869812,0.49962490622655664,0.7551020408163265,1.1552560121630537,0.19392179681136198,-0.2334174857971652,0.5271523178807948,0.5611015490533563,0.7616822429906542
JPM,Random Forest,v1,,,8.222352101711923,0.18806805506062915,0.0,0.9863558840250142,1.0,0.9727891156462585,0.9166681747529213,0.15854478374283731,-0.2347723286229734,0.4913907284768212,0.5650887573964497,0.4462616822429907
META,Momentum,,48.0,,0.49010518573173156,0.22483487961716947,-0.26866034175561765,0.511085844229676,0.526615969581749,0.6048034934497817,1.0115712116454405,0.3000825987192716,-0.26721626962795886,0.49801324503311256,0.5200729927007299,0.7107231920199502
META,Mean Reversion,,14.0,2.0,0.832727207100084,0.2326200810004766,-0.27256878428229186,0.5127913587265491,0.5746835443037974,0.24781659388646288,0.33316390165551485,0.2002963668878978,-0.21780246004289244,0.4781456953642384,0.5234899328859061,0.19451371571072318
